price,sqft_living,bedrooms,bathrooms,floors
195000,1580,3,1.75,1
630000,1360,3,1,1
1160000,2680,4,3,2
478000,1640,3,2.25,2
835000,2520,3,2.25,2
639000,1400,3,2.25,2
623000,2300,4,2.75,2
220000,1900,3,1.75,1
526000,2000,3,2.25,1
243500,900,2,1,1
750000,2980,4,2.5,2
329000,1850,4,2,1
525000,1570,4,1,1.5
190000,670,2,1,1
772650,2660,4,2.5,1
355000,2110,3,2.5,2
650000,1970,3,1.75,1
678500,1210,3,2.75,1.5
669950,2670,4,2.5,2
850000,3000,3,2.25,1
572000,2200,3,2.75,2
492450,1540,3,1.75,1
813000,2080,3,1.75,1
710000,1780,3,2,1
792500,1960,3,1.5,2
285900,1690,5,1.5,1.5
389000,2080,3,2,1
675000,2070,3,2.25,2
352000,760,2,0.75,1
1050000,4020,4,3.25,2
768500,3620,4,1.75,1
500000,2330,4,2,1
685000,1460,3,2.5,1
648475,2250,4,2.75,1
655000,2850,6,5,2
895000,2640,4,2.75,2
195000,1310,3,1,1
368000,2720,4,2.5,2
997000,3430,4,3.5,2
335000,1990,3,2.75,1
250000,1170,3,2,1
278500,1390,3,1.75,1
260000,1540,4,1.5,2
162500,760,2,1,1
239000,1280,4,1,1
600000,2990,4,2.5,2
350000,1770,4,2.25,2
852500,3830,5,3.75,2
485000,2870,3,2.5,2
299000,1520,3,1,1
227450,660,2,1,1
383000,1800,3,1,1
835000,3570,2,3.25,1
760000,3050,5,1.5,1.5
532500,820,2,1,1
635000,3610,3,2.5,1
438500,1490,3,2,1
545500,1560,3,2.5,1.5
675000,1660,3,1.75,1
450000,1180,3,1.75,1
199999,960,3,1,1
375000,1630,3,1.5,1
600000,2260,4,2.25,2
292600,1520,3,1.5,1
1038000,3050,5,2.75,1
610000,1000,3,1,1
397450,2650,4,2.5,2
382000,1750,3,2.25,1
370000,1770,3,2.25,1
520000,1770,3,2.25,1
260000,770,2,1,1
890000,3370,4,2.5,2
344000,2130,5,2,1
205000,1050,3,1,1
379000,2803,5,2.5,1
424240,2080,3,2,2
589950,2080,3,2,2
582000,2120,4,1.75,1
349000,2550,3,2.5,2
658000,1290,3,1,1
294000,1790,5,2.75,1.5
690000,2720,5,3.5,2
600000,1040,3,1,1.5
199990,840,3,1,1
220000,1650,3,1.75,1
440000,2080,4,2.25,1
439990,1540,4,2.5,2
815000,3880,4,2.5,2
535000,1860,4,2.25,2
215000,1280,3,1.75,1
605000,3200,3,2.5,1.5
349900,2200,3,2.5,2
495000,1570,3,1,1
515100,2074,3,2.5,2
620000,2450,4,2.5,2
657500,2520,4,2.25,2
250000,2190,5,1.75,1
385000,2190,5,1.75,1
307000,2320,3,1.5,1
288000,1370,3,2.5,1
226450,1730,3,1.75,1.5
390000,1640,3,2.5,1
350000,1300,3,1,1
368000,1560,3,1.5,1
469000,1120,2,1,1
865000,2670,3,2.25,2
515000,3810,5,2.5,1.5
410000,1440,3,1.75,1
210000,1200,4,1,1
460000,1520,3,1.75,1
241500,2500,4,2.5,1
322200,2010,4,2.25,2
279000,1210,4,1,1.5
303000,1100,2,1,1
420000,1050,3,1.5,1
249000,2120,3,1.75,1
294950,1240,3,1,1
1315000,3460,4,3.5,2
335000,1270,3,1.75,1
1155000,2980,4,2.25,1.5
520000,1250,2,1,1.5
560000,1740,4,1.75,1
243400,1730,4,1.5,2
405000,1240,3,2,1
495000,1670,2,1,1.5
350000,2140,4,2.5,2
368500,2530,5,2.75,1
99000,960,2,1,1
1070000,4130,4,3.75,2
430000,1710,4,1.75,1
412500,1490,3,1.5,1
1122500,4750,4,3.25,2
915000,3400,4,2.5,2
535000,2210,3,2.5,2
390000,1650,3,1.5,1
499000,1260,3,1.5,1
375000,1960,3,1,1
349000,1800,4,2.5,2
635000,1940,3,2.25,1
682000,2820,4,2.75,2
321027,2820,4,2.25,1
150000,720,2,1,1
410000,1640,3,1.75,1
449950,1560,3,2,2
194990,1560,6,2.5,1
475000,1910,4,1.75,1
530000,1570,5,1.75,2
319950,2038,4,2.5,2
210000,1720,3,2.25,1
485000,1670,3,2.75,1.5
774000,2830,4,2.75,2
478000,1690,4,2,1
385000,1620,4,2.5,2
595000,2360,4,2.5,2
285000,1480,3,1.5,1
723000,2700,4,2.5,2
279000,1780,3,1.5,1
195000,1430,3,1.5,1
625000,2160,2,1,1
270000,1800,3,1.75,2
559000,1930,2,2,1
474000,1960,4,2.25,1
303500,1920,4,2.5,2
350000,1470,3,1.75,1
367500,2980,5,3,1
595000,2980,5,3,1
589000,2360,3,2,1
585000,1790,3,1.75,1
482975,2130,3,2.25,1
365500,2030,4,2.5,2
570000,1790,4,2,1
335000,2260,3,2.5,2
767500,2350,4,2,1.5
386591,1690,3,2.5,2
279000,1320,3,1,1.5
620000,2690,4,2.5,2
407000,2810,4,2.25,1
364250,2280,3,2.5,2
399000,2870,4,2.5,2
766950,3030,3,2.5,1.5
710000,2940,4,2.75,2
320000,1190,3,1,1
300000,1800,3,2.5,2
263000,1580,3,1.75,1
445000,1730,3,2.5,2
554000,1910,3,2,1
335000,1000,2,1.75,1
307000,2520,4,2.75,1
404000,1420,3,1,1
775000,3080,4,3.5,2
220000,1060,3,1,1
518000,2160,4,2.5,2
1600000,4060,4,3.5,2
315000,1940,1,2.25,2
572650,2250,4,2.5,2
350000,1620,2,1,1
285000,920,2,1,1
231000,1370,3,2.5,2
179000,920,3,1,1
244000,1360,3,1.5,1
185850,1630,3,1.5,1
610000,3610,6,2.5,2
419000,3010,4,2.5,2
779000,2320,3,1.75,1
695000,3290,5,3,1
319900,2040,3,2.5,2
329000,1920,3,2.75,1
475226,2120,3,2.5,2
638000,2170,3,2.5,2
440000,1330,2,1.5,1
214000,1580,3,2,1
600000,3580,3,2.75,2
935000,2580,4,2,2
630000,1930,4,1.75,1.5
575000,2120,3,2.5,2
345000,1990,3,2.5,1.5
323000,1310,4,1.75,1
425000,2670,3,2.5,1
411000,1910,2,2.25,1
299800,1530,4,1.5,1
823000,2920,6,1.75,2.5
200000,1010,3,1,1
760000,2450,4,1.75,1
359950,1820,4,2.5,2
375000,2090,4,2.5,1
295000,2200,2,1.75,1
250000,2250,4,3,2
497000,1450,3,2.25,3
520000,2280,4,2.5,2
365000,2720,4,3.5,2
459900,2250,3,2.25,1
158000,1090,3,2,1
294700,1970,3,2,1
439950,2780,4,2.25,2
899000,2290,4,2.25,1
535000,2330,3,1.75,1
530000,4060,4,4.5,2
215000,1470,4,2,1
290000,1620,2,1,1
798000,3220,5,2.75,2
785000,3270,4,2.5,2
433000,2160,3,1.75,1
425000,1150,2,1,1
654000,2240,4,2.5,1
215000,1280,3,1.5,2
232000,840,3,1,1
675000,1680,3,1.75,1
665000,2330,5,2.75,1
835000,3030,4,2.5,2
525000,2880,6,3,2
780000,2910,3,2.75,2
844000,3090,4,3.25,2
680000,2720,4,2.75,2
290000,1310,3,1.5,1
560000,1790,2,1,1
605500,2830,3,2.5,2
762500,3150,4,2.5,2
1740000,3930,5,3.25,2
665000,2840,6,2.75,1
540000,2480,5,1,1.5
375000,1930,3,2.5,1
342000,1260,3,1,1
340000,670,3,1,1
1250000,3930,5,3.25,2
693000,3160,4,2.5,2
638500,1770,4,1.75,1
805000,2240,5,3,2
250000,990,3,1,1
325000,1580,3,2.5,2
270000,1560,4,1.75,2
880000,2640,6,2.5,2
300000,2120,2,1.75,1
290000,1200,2,1,1
2850000,5040,4,4,1
259950,1460,3,1,1
1780000,4890,4,3.25,2
299950,1580,3,1,1
483000,2100,3,2.25,1
890000,2060,3,2.25,1
719000,1690,3,2.5,1.5
785000,3370,4,3,1
660000,2330,3,2.5,2
264000,1820,4,1.75,1
575000,1890,3,1.75,1
1215000,3820,4,3.75,1
475000,2770,3,2.5,2
845800,3020,4,3.5,2
352500,1170,3,1.75,1
347000,1270,3,1,1
560000,1950,4,2.75,2
323000,2230,4,2.75,1
595000,2220,3,1.75,1.5
257500,2060,4,2,1
450000,1100,3,1,1
410000,1140,4,1,1
810000,1980,3,1.75,1
372500,2480,5,3,1
325000,1050,3,1,1
280000,1260,3,1,1
258000,1680,3,2,1
329950,1360,4,1,1.5
836000,2450,4,2.5,1
365000,2260,5,2.5,2
111300,1060,2,1,1
864000,3720,4,2.5,2
725000,1610,3,1.75,1
550000,3350,4,2.5,2
130000,790,2,1,1
765000,1660,2,1.75,1
255000,1420,3,1.5,1
439500,2050,3,2.5,1
268000,1250,3,1.75,1
985000,1700,3,1.75,1
751305,2660,4,2.5,2
280000,1350,3,1,1.5
304000,1810,4,2,1
200000,2210,4,2.75,2
325000,2120,3,1.5,1
736000,2470,3,2.25,2
426500,2700,4,2.5,2
640000,1760,2,1.75,1
230000,1930,5,2,1.5
366350,1680,4,1,1.5
365000,1390,2,1,1
482000,2240,4,2.25,2
345000,1980,4,1,1.5
682000,1830,3,1.75,1.5
657500,980,3,1.75,1
895000,3550,6,2.5,2
425000,1660,3,1.5,1
532500,2490,4,2.5,2
540000,2329,4,2.5,2
578000,1790,3,2.25,2
1086000,2830,3,3,2
322500,1160,3,1,1
140000,1000,3,1,1
485000,2540,3,2.5,1
575000,1750,2,1.5,1.5
421000,2890,3,2.5,2
355000,1870,4,2,1
515000,2200,4,2.25,2
309000,1300,3,1,1
815000,3410,5,2.25,2
285000,1160,3,1,1
700000,2100,3,1.75,1.5
289000,1490,3,2.5,2
458000,3280,4,3,1.5
230000,1450,3,1.75,1
432500,1930,3,2.5,1
288000,1660,3,1.75,1
354000,1260,3,1.75,1
119500,1170,3,1,1
805000,3350,4,3,1
435000,1420,3,2.5,3
260000,2170,3,1.75,1
377000,1800,4,1.75,1
602000,2000,4,2.5,2
530000,1660,3,1.75,1
525000,1540,4,2,1
250000,1160,2,1.5,2
681000,1700,3,1,1.5
625000,1580,3,1.75,1
448500,2080,3,2.5,2
260000,1030,3,2,1
538000,1770,3,1.75,1
385500,1540,3,2,1
428400,2650,4,2.5,2
346290,2690,4,2.75,2
587000,2210,4,2.75,2
355000,2390,4,2.5,2
650000,2580,5,2.75,1
340000,2160,4,2.5,2
565000,2230,4,2.5,1
630000,2000,4,2,1.5
227000,1280,3,1,1
600000,2810,4,2.75,1
540400,1680,4,1.75,1
569000,2150,3,2.5,2
735000,2820,3,2.5,2
434000,1750,3,2.25,1
578888,1060,2,2,1
465425,2430,4,2.75,1
280500,2660,4,2.75,1.5
539950,1670,2,2,1
406430,1380,3,2,1
1150000,4160,4,3.75,2
250000,1790,3,2.5,2
266000,1940,3,2.5,1
258000,1390,3,2,1
472000,2200,3,2,1
530000,1264,3,2.25,2
302282,1095,2,1,1.5
370000,850,2,1,1
625000,1760,4,2,1.5
142500,690,1,1,1
334000,1400,3,1.75,1
362000,1810,5,3,2
181000,1310,2,1,1
241500,1400,3,1,1
245000,2350,3,1.75,1
227500,1150,3,1,1
158550,1710,5,1.5,1.5
450000,1660,3,2.25,1
485000,1950,3,1.75,1
353000,1780,4,1.75,1
500000,2450,4,3,2
360000,2060,1,2.25,1.5
357500,1540,3,1.5,1
272000,1650,3,2.5,2
422000,1160,3,1,1
365000,1440,2,2,1
450000,2150,3,1.75,1
275053,1060,2,1,1
1880000,2620,3,2.75,1
725000,1630,3,1.75,1
235000,1840,3,1.75,1
510000,820,2,1,1
489950,820,2,1,1
463000,2010,3,2.5,2
536000,1990,4,2.25,2
375000,2990,4,2.5,2
630000,2540,4,2.5,2
362000,1640,3,2.25,1
350000,2500,4,2.75,1
1691000,4020,4,3.5,2
255000,1500,3,2,1
269000,1594,4,2.5,1
370000,2130,4,3,1.5
270000,1130,3,1,1
265000,1690,3,2,1
487000,1440,2,1,1
835000,3270,4,3.25,2
850000,4350,4,3.25,1
575000,1610,4,2.75,1
335000,950,3,1,1
318000,1010,3,1,1
510000,1420,3,2,1
242500,1200,3,1.5,1
750000,2020,5,2.25,1
439900,3390,5,3.5,2
710000,1700,2,1,1.5
2400000,3410,5,3.25,2
435000,2030,3,1.75,1
874000,2860,4,2.75,1
385000,1690,4,1.75,1
110000,760,2,1,1
477000,1780,3,1.75,1
500000,1550,3,2,1.5
885000,4090,4,2.5,2
235000,880,2,1,1
210000,1320,3,2.75,1
320000,950,2,1,1
406000,1390,3,1.75,1
350000,1900,3,1.75,1
350000,1392,2,0.75,1.5
720000,3340,4,2.5,2
604700,2750,4,2.75,1
343000,1400,3,1,1.5
558000,2220,3,2.25,1
364000,1210,4,1,1.5
420000,2390,3,1.75,1
450000,1870,5,2,1.5
392000,940,2,1.5,1
100000,1120,4,1,1
480000,1250,3,2.5,3
212000,1060,3,1.5,1
560000,2410,5,2.5,1
359950,2844,5,2.75,2
535000,2200,4,2.5,1
980000,3460,5,4,2
720000,1580,2,1,2
619950,1520,2,1,1
489000,2260,3,2.5,2
415000,1800,4,2,1
672500,2650,4,2.5,2
352500,1000,3,1,1
258750,2300,4,2,1
350000,1080,3,1,1
152000,902,3,1,1
378500,730,2,1,1
1017000,2600,4,1.75,1.5
419000,1570,3,1.5,1
895000,2876,5,3,1
668500,2290,4,2.25,1
487000,1470,2,2.5,2
538000,2620,3,3.5,2
898000,2680,5,1.5,1
315000,2020,4,2,1
800000,2100,3,2.5,2
516130,1510,3,1.75,1
1600000,2850,3,2.5,1.5
1200000,4280,4,2.5,2
355425,3238,4,2.5,1
1157400,2740,3,2.5,2
689000,2020,4,2.5,2
500000,1520,3,3.25,3
430000,3860,5,2.5,1
299500,1600,4,2.25,1
349950,2090,4,2.5,2
1419000,4020,5,3.25,2
998000,2910,4,2.25,2
329000,900,3,1,1
575000,1720,3,1.75,2
529900,3030,5,2.25,2
1470000,3030,4,2.5,1
725000,2190,4,1.75,1
286000,1680,3,2.5,2
335000,1210,3,2,1
395300,1120,3,1.5,1
510000,3180,4,2.75,2
203000,920,3,1,1
248000,700,2,1,1
265000,2540,3,2.25,2
1000000,2100,4,1.5,1.5
1000000,1540,3,1,1.5
241400,1420,3,2,1
309950,1450,4,1.75,1
294010,1550,3,1.75,1
345000,1920,3,2.25,2
625000,1920,3,2.25,2
660000,2510,4,2.5,2
559000,1660,2,2,1
866000,3990,4,3.25,2
770000,2350,3,2,1.5
259950,1350,3,1.5,1
352000,2980,5,2.75,1
2466350,6390,5,4.75,2
395000,1590,3,2,1
276500,1400,4,1.75,1.5
530000,1880,3,2.25,1.5
798000,3500,4,3.25,2
380000,1370,2,2,1
350000,2810,4,2.5,2
325000,2220,3,2.5,2
336000,2110,3,2.5,2
286900,1720,3,2.25,1
472000,1780,5,2.25,1
263000,1410,3,1.75,2
565000,2110,3,3,1
765000,2700,3,2.5,2
1517000,2610,3,2.25,1
405000,1660,3,2,1
1098000,4570,4,3.5,2
555000,3760,3,3,1
305000,1610,3,2.5,2
289950,1740,3,2.25,1
487500,3530,5,3.5,2
96500,840,3,1,1
185000,840,3,1,1
150550,1470,4,1,1.5
339000,2470,4,2,1.5
675000,2220,4,1.75,1
615000,1720,3,1.75,1
837500,2700,4,2.5,2
250000,950,2,1,1
583000,1790,3,2.5,2
499000,1610,3,2.5,3
550000,2290,3,2.5,2
400000,2170,4,2.5,1
990400,2100,3,2.5,2
600000,2320,3,2.5,1.5
325000,1120,2,1,1
265000,1530,3,2.5,2
1620500,3490,3,2.5,1
347500,1180,3,1.5,1
629000,2050,5,2,1.5
1087500,2360,2,2,1.5
397500,2570,4,2.5,2
404500,1270,2,1,1.5
225000,1250,3,1.5,1
267000,2510,3,2.25,1
800000,2690,4,3.75,2
339000,2900,4,2.5,2
1850000,3830,4,2.5,1
525000,1280,5,1,1.5
1150000,4350,5,3.5,2
565000,1370,1,1,1.5
387000,1230,2,2.25,2
720000,2440,4,2.5,2
1500000,4410,4,3.5,2
235000,910,2,1,1
365000,910,2,1,1
368250,2150,3,2.5,2
580000,2150,3,2.5,2
1100000,3190,4,3.25,2
215000,2130,4,2.5,2
648000,2740,4,2.5,2
705000,3150,4,3,2
465000,1450,3,2.25,2
650000,2400,5,2,1.5
335000,2280,4,2.25,1
640000,2310,4,2,1.5
638250,2460,4,2.5,2
1460000,4200,4,3.5,2
375000,1620,4,2,2
842000,2170,4,1.75,1
499950,2880,3,2.25,1
810000,3280,4,2.5,2
310000,2900,5,2,2
730000,2160,3,2.5,1
637800,2250,4,1.75,1.5
225000,1340,3,1,1.5
417500,1390,4,1,1.5
265000,1600,4,2,1
550000,2050,4,2.5,2
625700,2570,3,2,1
595000,2660,3,2.5,2
270000,1540,3,1.5,1
739375,2640,5,3,2
357562,1210,2,1.75,2
1010000,3760,4,2.5,2
455000,1350,2,1.75,1
310000,2600,5,2.25,1
415000,3900,3,2.75,2
452000,1340,2,1,1
810000,1760,3,2,1
730001,1840,3,2,1
825000,2980,3,2.25,1
665000,1730,3,2.5,2
327500,1650,4,1.75,1
699950,3370,3,2.5,2
424000,2200,3,2.5,2
657000,2180,4,2.5,1.5
445000,1490,3,1.75,1
450000,1530,3,2.5,2
350000,1180,3,1,1
460000,2080,4,2.5,2
385000,3200,4,2.5,1
272000,1880,4,2.25,2
535000,2510,3,2.5,2
216500,1060,2,1,1
325000,2130,3,2.5,2
420200,1320,3,1.75,1
258000,1040,3,1.75,1
450000,1150,3,2,1.5
720168,2120,4,2.25,2
652000,2130,3,2,1.5
569500,2340,4,2.5,2
411000,2250,4,1.75,1
524950,1890,3,1.75,1
153000,1140,2,1,1
775000,2780,3,2.5,2
338500,2390,4,2.5,2
570000,2390,3,1.75,1
653000,2680,3,2,1
435000,1560,2,2.5,2
207000,1130,2,1,1
540000,1120,2,1,1
386000,2050,4,2.25,2
265000,2600,5,2.25,1.5
250000,1050,3,2.25,2
1697000,2600,3,2,2
455000,2811,4,2.5,2
1795000,4060,4,3.25,2
759000,2260,3,2,1
970000,4430,4,2.75,2
280000,600,1,0,1
690000,2430,3,2.25,1
789900,3420,3,2.5,1
447500,1180,2,1,1.5
440000,2010,4,2.25,1
278000,1230,3,2,1
980000,2750,5,2.5,1.5
245000,1300,3,2.75,1
287000,1150,3,1.5,1
435000,2220,3,1.75,1
585000,2050,3,2.5,2
616000,1700,4,1.75,1
203000,1610,3,1.75,1
860000,2720,4,2.75,2
833000,2190,4,2.5,1
565000,2730,4,2.75,2
572500,2490,3,2.5,2
254000,1510,4,2,1
1525000,4720,4,4.25,3
900000,3810,4,3,2
899000,1950,3,2.5,2
560000,1300,3,2,1
512500,1610,3,1.75,1
775000,2040,4,2.5,1.5
200000,700,2,1,1
172000,970,3,1,1
219900,910,3,1,1
641200,1060,3,1,1
473000,2180,5,3.25,2
540000,2050,3,1.75,1
295000,750,2,1,1
370000,800,3,1,1
1727000,3470,4,2.25,1.5
275000,1390,3,1.5,1
89000,900,3,1,1
175000,1050,2,1.75,1.5
490000,2410,3,2.5,1
342400,1180,3,2.25,2
345000,1140,3,1,2
399000,700,2,1,1
550000,2060,4,2.5,1
652450,2230,3,2.25,1
438000,1950,2,2.25,1
605000,2100,3,1.75,1
395000,2130,4,2.5,1
449950,1880,3,2,2
651100,2310,4,2.5,2
241000,880,3,1,1
3418800,5450,5,5,2
268500,1290,2,1.5,1
200000,1010,2,1,1
400375,1690,4,1.75,1
429000,1350,2,1.75,1
230000,680,3,1,1
1200000,2860,4,2.25,2
314200,610,1,1,1
513000,2660,4,2.5,1
535000,1390,2,1,1
420000,2290,6,3,2
345950,2110,3,2.5,2
483500,1200,3,2,1
695000,2360,4,2.25,2
295000,2350,4,2.5,2
434975,1590,3,2.25,1
513000,1810,3,2.5,2
360000,1900,3,1.75,1
234900,1250,3,1,1
963000,3280,4,3.5,2
595000,870,2,1.5,1
942500,3570,4,3.25,2
1029000,3780,4,3.25,2
350000,1190,3,1,1.5
416500,2280,4,2,2
209900,1030,3,1,1.5
802000,2870,3,1.75,1.5
230000,1520,4,1.5,1
489000,3700,3,3,2
497000,2240,3,1.5,1
250000,1920,3,2.25,1
925000,2560,3,3,2
390000,1840,4,2.5,2
415000,2080,3,2.75,1
785000,1600,3,2,1
575000,2168,3,2,1.5
170000,860,2,1,1
750000,2100,4,1.75,1
230000,1140,3,1,1
855000,3090,4,3,2
235000,1330,3,1,2
335000,1360,2,1,1
1195000,3420,5,3,2
677000,2180,4,2,1.5
575000,1800,3,2,2
450000,1120,2,1,1
817250,2980,3,2.5,2
440000,2600,4,2.25,1
526000,1550,2,2,1.5
762500,3330,3,2.25,2
325000,2200,4,2.5,2
840000,3840,4,3.5,2
377500,840,2,1,1
212500,1270,3,1.5,1
749400,3240,4,2.5,2
663000,2480,3,2.5,1.5
1476000,4470,3,2.25,2
261000,1780,3,1,1
515000,1850,4,2.5,2
410000,2200,3,2.25,2
336000,2760,3,2.25,1
440000,1090,2,1,1
908950,3090,4,2.75,2
554000,820,2,1,1
387000,1445,3,2.25,2
268643,1810,4,2.25,2
514000,1620,3,1.75,1
420000,1060,2,1.75,2
199000,1050,3,1.75,1
225000,1010,3,1,1
320000,2050,4,2.5,2
204995,970,2,1,1
376000,1540,3,2,2
705000,3000,4,2.75,2
725995,3190,4,2.5,2
285000,1870,4,2.5,1
285000,2200,4,2.5,2
731000,3070,4,2.5,2
1564350,3730,4,3.75,2
510000,2440,4,2.5,1
620000,990,2,1,1
1110000,4160,3,4,2
796000,3670,4,3.5,2
255000,910,3,1.5,1
807000,1940,3,2.5,2
315000,1780,4,2.5,2
637000,2200,3,2.25,2
2725000,6410,4,4.25,2.5
490000,2070,3,2,1
253000,2040,3,1.75,1
325900,2320,4,2.5,2
425000,1440,2,2,1
215000,1700,4,2.5,2
315000,1700,4,2.5,2
724800,2050,3,2,1
295000,800,2,1,1
509007,1800,3,1.75,1
306000,1460,5,2,1.5
205000,1290,3,1.75,1
275000,1900,3,1.5,1
685000,1480,3,1.75,1
465000,2090,4,2.5,1
560000,1950,4,2.25,1
458500,1250,3,1.75,1
354000,990,3,1,1
441000,2740,3,2.5,2
194000,1260,3,1.75,1
316500,2150,4,2.5,2
524950,1750,3,1.75,1.5
1052000,2880,3,2.25,2
925000,2590,4,2.25,2
780000,2430,3,1.75,1.5
241000,1470,2,2,2
519000,2020,3,2.75,1
286000,610,2,1,1
400000,3000,3,2,1
255000,920,2,1,1
152000,1070,3,1.75,1
599000,3410,4,2,2
330000,1820,4,2.5,2
461000,1060,2,1,1
620000,3070,5,2.5,2
352500,2300,4,2.5,1
435000,1610,3,2,1
725000,2830,5,2.75,2
300000,970,3,1,1
252000,1680,3,2.5,2
464625,2040,4,2.75,1
340000,1450,3,1,2
1325000,2870,4,2.25,1.5
455000,1870,5,2,1
495000,2490,4,3.5,2
925000,3350,4,2.5,2
587000,3190,4,2.75,2
524000,1560,3,1.75,1
1030000,2750,4,2.5,2
176000,920,2,1,1
249900,1140,2,1,1
499500,2520,3,2.5,1.5
600000,3150,5,3.5,1
294000,2040,4,2.5,2
272000,1780,4,2,1
390000,2240,3,2.5,2
700000,3270,4,2.5,1
635000,3110,5,2.75,2
920000,1850,4,1.5,2
500000,1570,3,1.75,1
263500,750,2,1,1
975000,2240,4,2.25,2
575000,1870,3,2.5,2
822000,2683,4,2.5,2
300000,1490,3,1,1
487600,2340,4,2.5,2
500000,1700,4,2,1
680000,1450,2,2,3
419000,3310,3,2.5,2
450000,1520,4,1.75,1
650000,1260,5,1.75,1.5
550000,1840,3,1.75,1
330000,1750,4,2,1
282510,1450,4,1,1.5
2385000,6330,4,4,2
230000,1260,2,2,1
750000,2100,4,1.75,2
321000,2430,4,2.5,2
2196000,4250,4,3.25,2
245000,1830,4,2,1
510000,1310,2,1,1
751000,3090,4,3.25,2
675000,2560,4,2.5,2
295000,1930,3,1.75,1
312000,1460,2,1,1
730000,3460,3,3,2
762500,3290,5,3.5,2
150000,820,3,1,1.5
270000,1480,3,1,1
400000,1420,4,2,1
650000,2790,3,2.5,2
530000,1390,2,1.5,1
248000,950,3,1,1
760000,3000,4,3.5,1
199000,1280,4,1,1.5
240000,870,2,1,1
415000,1360,3,1.5,2
228000,1000,3,1,1
525000,2740,4,2.5,1
399950,1560,3,1.75,1
781000,2590,4,2.5,2
827000,1850,3,2.5,2.5
525000,2500,5,2.25,1.5
671300,3280,4,2.5,2
175000,670,2,1,1
1100000,2890,5,2.75,1
800000,3000,5,2.5,1
329950,1920,4,2.5,2
445000,1960,4,3.25,2
237000,2000,3,1.75,1
1112500,3600,6,4,2
438900,2740,4,2.5,2
1280000,3650,9,4.5,2
600000,2310,4,2.5,2
670000,2095,4,2.5,2
519000,1560,2,2,1
320000,1880,3,2.25,1
270000,840,2,1.5,2
1000000,2730,3,2.5,2
330000,860,1,1,1
657500,2320,3,2,1
450000,1540,3,1.75,1
150000,890,3,1,1.5
792500,4290,4,2.5,2
540000,1950,3,2.5,2
229900,1010,3,1,1
533000,2830,4,2.5,2
239000,1500,4,1.75,1
713900,3370,3,2.5,1
427500,3160,4,2.5,2
302000,1110,3,1,1.5
1150000,3830,3,2.5,2
555000,3160,3,2.5,2
495000,2100,3,2.25,2
495000,2240,3,1.5,1
340000,1060,2,0.75,1
464950,2350,4,2.25,1
320000,1940,4,2.5,2
440000,1160,1,1,1
686000,1840,3,1.5,2
555000,2260,4,1.75,1
361500,840,2,1,1
1240000,2830,5,3,2
154950,1600,4,1,1
247200,1370,3,1.75,1
250000,1960,3,2.25,1
590300,1470,3,1.5,2
541125,2740,5,2.75,1
310000,1090,2,2.5,2
704111,2460,4,2.75,1
277500,1820,3,2.25,1
325000,1960,4,2.75,1
289200,1760,3,2.25,2
185000,720,1,1,1
1445000,3470,4,3.5,2
420550,1370,4,2,1
603000,2370,4,2.25,1
345000,1390,3,1,1.5
650000,1840,3,2,1
589950,2790,5,3,1
309950,1460,2,2.25,2
775000,2620,3,2.5,1.5
590000,2230,4,1.5,1.5
863500,3250,4,3,2.5
517500,1190,3,1,1
700000,2090,3,3,1.5
699000,2580,3,2.5,1
350000,2100,3,2.5,2
795000,3160,4,2.5,2
543000,2090,3,2.5,1
325000,1570,3,2.5,2
337500,1020,3,1,1.5
425000,1300,2,1,1
780000,2110,3,2.5,1
259000,1210,2,1,1
524400,1990,4,1.75,1
260000,1630,3,2,1
273000,1384,2,2,2
639900,3380,4,2.5,2
420000,2480,4,2.5,2
510500,1270,3,1,1
290000,1010,4,1,1.5
226000,1490,3,1.75,1
300000,820,2,1,1
407450,1810,3,2,1
390000,3060,4,2.25,1
1058800,2980,6,2.75,1
610000,3440,3,2.5,2
239975,1820,3,2.5,1
375000,2320,3,2.5,1
742500,2620,4,2.5,2
450000,2190,4,1.75,1
300000,1780,3,2.25,1
216600,2200,3,1.75,1
525000,1600,3,1.75,1.5
455000,2450,4,2.25,1
390000,2680,4,2.25,2
450000,1850,3,1.75,1
382000,1740,4,1,1.5
287000,1490,3,2.25,1
460000,1960,4,2,1
435000,1380,3,2.25,2
575000,1510,2,1,1.5
626700,1410,3,1.5,1
352000,1440,4,1.5,1.5
650000,920,3,1,1
197000,1090,3,1,1
340000,2790,8,2.75,1
560000,1840,3,2,1
354000,1340,3,1.75,1
670000,2570,4,2.5,2
769000,3010,4,3.5,2
650000,2160,4,2.5,1
650000,2140,3,1.75,1
289950,2090,4,1.75,1
300000,1810,3,1.75,1
471000,1760,4,1.75,1
639000,2500,4,2.5,2
287000,930,2,1,1
740000,3030,4,2.5,2
499922,1460,3,2,1
675000,2940,4,2.5,2
738515,3360,5,2.75,2
445000,2110,3,1.75,1
1039000,2740,4,2.25,1
346000,1070,2,1,1
450000,1680,3,2,2
350000,2260,4,2.5,1
2400000,5860,4,3.5,2
594950,2380,4,2.25,1
1695000,3320,5,3,2
219000,1050,2,1,1.5
450000,2070,4,2.5,2
402000,1790,4,2.25,2
275000,840,2,1,1
421500,990,3,1.5,1
560000,4120,3,3,2
314000,1620,3,1.75,1
287000,1340,4,2,1
277000,1500,4,1,1.5
337500,1300,2,1,1
